run_id,category,report,task,configuration,production_code_additions,code_measure_source,production_source_files,passed,checks,success_rate,centered_log1p_additions,code_size_z
testem-per-launcher-reports-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,testem-per-launcher-reports,codex-cli-high,347,git-diff-production-additions,lib/config.js;lib/launcher.js;lib/reporters/tap_reporter.js;lib/reporters/xunit_reporter.js;lib/utils/report-file.js;lib/utils/reporter.js,1,1,1.0,0.16015668321109455,0.47622485734282843
wasmi-trap-coredumps-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,wasmi-trap-coredumps,codex-cli-high,597,git-diff-production-additions,crates/wasmi/src/engine/code_map.rs;crates/wasmi/src/engine/config.rs;crates/wasmi/src/engine/coredump.rs;crates/wasmi/src/engine/executor/handler/dispatch/mod.rs;crates/wasmi/src/engine/executor/handler/func.rs;crates/wasmi/src/engine/executor/handler/state.rs;crates/wasmi/src/engine/mod.rs;crates/wasmi/src/engine/resumable.rs;crates/wasmi/src/engine/translator/func/locals.rs;crates/wasmi/src/engine/translator/func/mod.rs;crates/wasmi/src/error.rs;crates/wasmi/src/instance/builder.rs;crates/wasmi/src/instance/mod.rs;crates/wasmi/src/module/mod.rs,1,1,1.0,-0.11736464509891142,-0.3489830099419102
yaegi-go-embed-directives-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,yaegi-go-embed-directives,codex-cli-high,436,git-diff-production-additions,interp/ast.go;interp/cfg.go;interp/embed.go;interp/interp.go;interp/program.go;interp/src.go,1,1,1.0,0.17760229122056526,0.5280992594532835
yjs-map-conflict-detection-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,yjs-map-conflict-detection,codex-cli-high,283,git-diff-production-additions,src/index.js;src/internals.js;src/utils/Doc.js;src/utils/IdSet.js;src/utils/MapConflict.js;src/utils/Transaction.js;src/utils/encoding.js;src/ytype.js,1,1,1.0,-0.12087761484020998,-0.35942880265163146
abs-stepped-slices-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,abs-stepped-slices,codex-cli-medium,239,git-diff-production-additions,ast/ast.go;evaluator/evaluator.go;parser/parser.go,1,1,1.0,-0.04277019410425975,-0.12717689438523044
abs-stepped-slices-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,abs-stepped-slices,tura-balanced,263,git-diff-production-additions,ast/ast.go;evaluator/evaluator.go;parser/parser.go,1,1,1.0,0.05253998570006502,0.15622730624253112
abs-stepped-slices-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,abs-stepped-slices,tura-direct,235,git-diff-production-additions,ast/ast.go;evaluator/evaluator.go;parser/parser.go,1,1,1.0,-0.05957731242064046,-0.17715275154014423
actionlint-action-pinning-lint-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,actionlint-action-pinning-lint,codex-cli-medium,373,git-diff-production-additions,command.go;config.go;linter.go;rule_action_pinning.go,1,1,1.0,0.03016041371107203,0.0896817942840676
actionlint-action-pinning-lint-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,actionlint-action-pinning-lint,tura-balanced,339,git-diff-production-additions,command.go;config.go;linter.go;rule_action_pinning.go,1,1,1.0,-0.06514976609325274,-0.19372240634369395
actionlint-action-pinning-lint-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,actionlint-action-pinning-lint,tura-direct,341,git-diff-production-additions,command.go;config.go;linter.go;rule_action_pinning.go,1,1,1.0,-0.05928464664085542,-0.17628251174475865
awilix-async-container-initialization-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,awilix-async-container-initialization,codex-cli-medium,359,git-diff-production-additions,src/awilix.ts;src/container.ts;src/errors.ts;src/resolvers.ts,0,1,0.0,-0.12263368753411807,-0.36465047340162915
awilix-async-container-initialization-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,awilix-async-container-initialization,tura-balanced,379,git-diff-production-additions,src/awilix.ts;src/container.ts;src/errors.ts;src/resolvers.ts,0,1,0.0,-0.06856646626384233,-0.20388194211016347
awilix-async-container-initialization-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,awilix-async-container-initialization,tura-direct,365,git-diff-production-additions,src/awilix.ts;src/container.ts;src/errors.ts;src/resolvers.ts,0,1,0.0,-0.10610438558290802,-0.315500701404189
bandit-incremental-cache-control-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,bandit-incremental-cache-control,codex-cli-medium,511,git-diff-production-additions,bandit/cli/main.py;bandit/core/cache.py;bandit/core/manager.py;bandit/formatters/json.py;bandit/formatters/screen.py;bandit/formatters/text.py,0,1,0.0,-0.031617476372576725,-0.09401436064472364
bandit-incremental-cache-control-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,bandit-incremental-cache-control,tura-balanced,621,git-diff-production-additions,bandit/cli/main.py;bandit/core/incremental_cache.py;bandit/core/manager.py;bandit/core/metrics.py;bandit/formatters/json.py;bandit/formatters/screen.py;bandit/formatters/text.py,1,1,1.0,0.16299799132709492,0.48467346857203225
bandit-incremental-cache-control-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,bandit-incremental-cache-control,tura-direct,480,git-diff-production-additions,bandit/cli/main.py;bandit/core/incremental_cache.py;bandit/core/manager.py;bandit/formatters/json.py,0,1,0.0,-0.09407483130632333,-0.27973089989229366
boa-hierarchical-evaluation-cancellation-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,boa-hierarchical-evaluation-cancellation,codex-cli-medium,351,git-diff-production-additions,core/engine/src/context/mod.rs;core/engine/src/evaluation.rs;core/engine/src/job.rs;core/engine/src/lib.rs;core/engine/src/module/mod.rs;core/engine/src/script.rs;core/engine/src/vm/mod.rs,1,1,1.0,-0.14006076122601474,-0.41646976383915446
boa-hierarchical-evaluation-cancellation-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,boa-hierarchical-evaluation-cancellation,tura-balanced,412,git-diff-production-additions,core/engine/src/builtins/promise/mod.rs;core/engine/src/context/evaluation.rs;core/engine/src/context/mod.rs;core/engine/src/job.rs;core/engine/src/lib.rs;core/engine/src/module/mod.rs;core/engine/src/script.rs;core/engine/src/vm/mod.rs,1,1,1.0,0.01975565613692165,0.05874331521413373
boa-hierarchical-evaluation-cancellation-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,boa-hierarchical-evaluation-cancellation,tura-direct,384,git-diff-production-additions,core/engine/src/builtins/promise/mod.rs;core/engine/src/context/mod.rs;core/engine/src/evaluation.rs;core/engine/src/job.rs;core/engine/src/lib.rs;core/engine/src/module/mod.rs;core/engine/src/script.rs;core/engine/src/vm/mod.rs,1,1,1.0,-0.05044860253632688,-0.15000859198826766
csstree-shorthand-expansion-compression-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,csstree-shorthand-expansion-compression,codex-cli-medium,817,git-diff-production-additions,lib/__tests/lexer-shorthand.js;lib/lexer/Lexer.js;lib/lexer/shorthand.js,1,1,1.0,0.0036809982205348035,0.010945424301419085
csstree-shorthand-expansion-compression-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,csstree-shorthand-expansion-compression,tura-balanced,658,git-diff-production-additions,lib/__tests/lexer-shorthand.js;lib/lexer/Lexer.js;lib/lexer/shorthand.js,1,1,1.0,-0.2124578038797047,-0.6317418999657087
csstree-shorthand-expansion-compression-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,csstree-shorthand-expansion-compression,tura-direct,827,git-diff-production-additions,lib/__tests/lexer-shorthand.js;lib/lexer/Lexer.js;lib/lexer/shorthand.js,1,1,1.0,0.015831816003047727,0.047075802060610024
dasel-html-document-format-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dasel-html-document-format,codex-cli-medium,618,git-diff-production-additions,cmd/dasel/main.go;parsing/html/html.go;parsing/html/reader.go;parsing/html/writer.go,0,1,0.0,-0.19325693755313544,-0.5746482486494099
dasel-html-document-format-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dasel-html-document-format,tura-balanced,731,git-diff-production-additions,cmd/dasel/main.go;parsing/html/html.go;parsing/html/reader.go;parsing/html/tokenizer.go;parsing/html/writer.go,0,1,0.0,-0.025581696276420374,-0.07606700772997732
dasel-html-document-format-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dasel-html-document-format,tura-direct,743,git-diff-production-additions,cmd/dasel/main.go;parsing/html/html.go;parsing/html/reader.go;parsing/html/writer.go,0,1,0.0,-0.009321175404640059,-0.027716454526542613
dynamodb-toolbox-conditional-attribute-requirements-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dynamodb-toolbox-conditional-attribute-requirements,codex-cli-medium,534,git-diff-production-additions,src/entity/actions/update/updateItemParams/requiredIf.ts;src/entity/actions/update/updateItemParams/updateItemParams.ts;src/schema/actions/dto/getSchemaDTO/any.ts;src/schema/actions/dto/getSchemaDTO/anyOf.ts;src/schema/actions/dto/getSchemaDTO/list.ts;src/schema/actions/dto/getSchemaDTO/map.ts;src/schema/actions/dto/getSchemaDTO/primitive.ts;src/schema/actions/dto/getSchemaDTO/record.ts;src/schema/actions/dto/getSchemaDTO/set.ts;src/schema/actions/dto/getSchemaDTO/utils.ts;src/schema/actions/dto/types.ts;src/schema/actions/fromDTO/fromSchemaDTO/anyOf.ts;src/schema/actions/jsonSchemer/formattedValue/item.ts;src/schema/actions/jsonSchemer/formattedValue/map.ts;src/schema/actions/parse/item.ts;src/schema/actions/parse/map.ts;src/schema/actions/parse/requiredIf.ts;src/schema/actions/zodSchemer/formatter/item.ts;src/schema/actions/zodSchemer/formatter/map.ts;src/schema/actions/zodSchemer/parser/item.ts;src/schema/actions/zodSchemer/parser/map.ts;src/schema/actions/zodSchemer/requiredIf.ts;src/schema/any/schema_.ts;src/schema/anyOf/schema_.ts;src/schema/binary/schema_.ts;src/schema/boolean/schema_.ts;src/schema/item/schema.ts;src/schema/list/schema_.ts;src/schema/map/schema.ts;src/schema/map/schema_.ts;src/schema/null/schema_.ts;src/schema/number/schema_.ts;src/schema/record/schema_.ts;src/schema/set/schema_.ts;src/schema/string/schema_.ts;src/schema/types/index.ts;src/schema/types/schemaProps.ts;src/schema/utils/checkRequiredIf.ts;src/schema/utils/checkSchemaProps.ts,1,1,1.0,-0.11632818763920127,-0.3459011104170443
dynamodb-toolbox-conditional-attribute-requirements-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dynamodb-toolbox-conditional-attribute-requirements,tura-direct,600,git-diff-production-additions,src/entity/actions/transactUpdate/updateTransaction.ts;src/entity/actions/update/requiredIf.ts;src/entity/actions/update/updateItemParams/updateItemParams.ts;src/entity/actions/updateAttributes/updateAttributesParams/updateAttributesParams.ts;src/schema/actions/dto/getSchemaDTO/any.ts;src/schema/actions/dto/getSchemaDTO/anyOf.ts;src/schema/actions/dto/getSchemaDTO/list.ts;src/schema/actions/dto/getSchemaDTO/map.ts;src/schema/actions/dto/getSchemaDTO/primitive.ts;src/schema/actions/dto/getSchemaDTO/record.ts;src/schema/actions/dto/getSchemaDTO/set.ts;src/schema/actions/dto/types.ts;src/schema/actions/format/item.ts;src/schema/actions/format/map.ts;src/schema/actions/fromDTO/fromSchemaDTO/anyOf.ts;src/schema/actions/jsonSchemer/formattedValue/item.ts;src/schema/actions/jsonSchemer/formattedValue/map.ts;src/schema/actions/jsonSchemer/formattedValue/shared.ts;src/schema/actions/parse/item.ts;src/schema/actions/parse/map.ts;src/schema/actions/zodSchemer/formatter/item.ts;src/schema/actions/zodSchemer/formatter/map.ts;src/schema/actions/zodSchemer/parser/item.ts;src/schema/actions/zodSchemer/parser/map.ts;src/schema/actions/zodSchemer/requiredIf.ts;src/schema/any/schema_.ts;src/schema/anyOf/schema_.ts;src/schema/binary/schema_.ts;src/schema/boolean/schema_.ts;src/schema/item/schema.ts;src/schema/list/schema_.ts;src/schema/map/schema.ts;src/schema/map/schema_.ts;src/schema/null/schema_.ts;src/schema/number/schema_.ts;src/schema/record/schema_.ts;src/schema/set/schema_.ts;src/schema/string/schema_.ts;src/schema/types/index.ts;src/schema/types/schemaProps.ts;src/schema/utils/requiredIf.ts,1,1,1.0,0.0,0.0
fd-deterministic-multi-key-sorting-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,fd-deterministic-multi-key-sorting,codex-cli-medium,392,git-diff-production-additions,src/cli.rs;src/config.rs;src/main.rs;src/sort.rs;src/walk.rs,0,1,0.0,-0.04234754782909267,-0.12592015843102344
fd-deterministic-multi-key-sorting-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,fd-deterministic-multi-key-sorting,tura-balanced,501,git-diff-production-additions,src/cli.rs;src/config.rs;src/main.rs;src/sort.rs;src/walk.rs,1,1,1.0,0.20244295999337503,0.601962826714099
fd-deterministic-multi-key-sorting-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,fd-deterministic-multi-key-sorting,tura-direct,392,git-diff-production-additions,src/cli.rs;src/config.rs;src/main.rs;src/sort.rs;src/walk.rs,1,1,1.0,-0.04234754782909267,-0.12592015843102344
happy-dom-abort-pending-body-reads-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,happy-dom-abort-pending-body-reads,codex-cli-medium,88,git-diff-production-additions,packages/happy-dom/src/PropertySymbol.ts;packages/happy-dom/src/fetch/Request.ts;packages/happy-dom/src/fetch/Response.ts;packages/happy-dom/src/fetch/multipart/MultipartFormDataParser.ts;packages/happy-dom/src/fetch/utilities/FetchBodyUtility.ts;packages/happy-dom/src/window/BrowserWindow.ts,1,1,1.0,-0.48079097845456964,-1.429628851794211
happy-dom-abort-pending-body-reads-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,happy-dom-abort-pending-body-reads,tura-balanced,150,git-diff-production-additions,packages/happy-dom/src/PropertySymbol.ts;packages/happy-dom/src/fetch/Request.ts;packages/happy-dom/src/fetch/Response.ts;packages/happy-dom/src/fetch/multipart/MultipartFormDataParser.ts;packages/happy-dom/src/fetch/utilities/FetchBodyUtility.ts,1,1,1.0,0.047852488628215006,0.14228906414373332
happy-dom-abort-pending-body-reads-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,happy-dom-abort-pending-body-reads,tura-direct,139,git-diff-production-additions,packages/happy-dom/src/PropertySymbol.ts;packages/happy-dom/src/fetch/Request.ts;packages/happy-dom/src/fetch/Response.ts;packages/happy-dom/src/fetch/multipart/MultipartFormDataParser.ts;packages/happy-dom/src/fetch/utilities/FetchBodyReader.ts;packages/happy-dom/src/fetch/utilities/FetchBodyUtility.ts,1,1,1.0,-0.027784925577405417,-0.08261829574692632
katex-multicolumn-array-spans-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,katex-multicolumn-array-spans,codex-cli-medium,184,git-diff-production-additions,src/domTree.ts;src/environments/array.ts;src/parseNode.ts,0,1,0.0,-0.27267174693936713,-0.8107876685761971
katex-multicolumn-array-spans-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,katex-multicolumn-array-spans,tura-balanced,396,git-diff-production-additions,src/domTree.ts;src/environments/array.ts;src/parseNode.ts,1,1,1.0,0.4909087086694992,1.4597138568756867
katex-multicolumn-array-spans-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,katex-multicolumn-array-spans,tura-direct,281,git-diff-production-additions,src/domTree.ts;src/environments/array.ts;src/environments/cd.ts;src/parseNode.ts,0,1,0.0,0.1488794989204223,0.44269222309755235
langchain-request-coalescing-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,langchain-request-coalescing,codex-cli-medium,838,git-diff-production-additions,libs/core/langchain_core/runnables/__init__.py;libs/core/langchain_core/runnables/base.py;libs/core/langchain_core/runnables/coalesce.py,1,1,1.0,0.05226679339725315,0.15541497070444893
langchain-request-coalescing-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,langchain-request-coalescing,tura-balanced,740,git-diff-production-additions,libs/core/langchain_core/runnables/__init__.py;libs/core/langchain_core/runnables/base.py;libs/core/langchain_core/runnables/coalesce.py,1,1,1.0,-0.07194328777386616,-0.2139228989384446
langchain-request-coalescing-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,langchain-request-coalescing,tura-direct,835,git-diff-production-additions,libs/core/langchain_core/runnables/__init__.py;libs/core/langchain_core/runnables/base.py;libs/core/langchain_core/runnables/coalesce.py,0,1,0.0,0.048684700014749005,0.14476363929654704
narwhals-rolling-window-suite-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,narwhals-rolling-window-suite,codex-cli-medium,537,git-diff-production-additions,narwhals/_arrow/series.py;narwhals/_compliant/column.py;narwhals/_compliant/expr.py;narwhals/_dask/expr.py;narwhals/_duckdb/expr.py;narwhals/_pandas_like/expr.py;narwhals/_pandas_like/series.py;narwhals/_polars/expr.py;narwhals/_polars/series.py;narwhals/_sql/expr.py;narwhals/_utils.py;narwhals/expr.py;narwhals/series.py,1,1,1.0,-0.07344391741121115,-0.218385011418803
narwhals-rolling-window-suite-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,narwhals-rolling-window-suite,tura-balanced,650,git-diff-production-additions,narwhals/_arrow/series.py;narwhals/_compliant/column.py;narwhals/_compliant/expr.py;narwhals/_compliant/series.py;narwhals/_dask/expr.py;narwhals/_duckdb/expr.py;narwhals/_ibis/expr.py;narwhals/_pandas_like/series.py;narwhals/_polars/expr.py;narwhals/_polars/series.py;narwhals/_spark_like/expr.py;narwhals/_sql/expr.py;narwhals/_utils.py;narwhals/expr.py;narwhals/series.py,1,1,1.0,0.11720716463557324,0.348514742806978
narwhals-rolling-window-suite-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,narwhals-rolling-window-suite,tura-direct,523,git-diff-production-additions,narwhals/_arrow/series.py;narwhals/_compliant/column.py;narwhals/_compliant/expr.py;narwhals/_dask/expr.py;narwhals/_pandas_like/series.py;narwhals/_polars/expr.py;narwhals/_polars/series.py;narwhals/_sql/expr.py;narwhals/_utils.py;narwhals/expr.py;narwhals/series.py,1,1,1.0,-0.09981079325195363,-0.2967867454837092
numba-stencil-boundary-modes-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,numba-stencil-boundary-modes,codex-cli-medium,210,git-diff-production-additions,numba/stencils/stencil.py;numba/stencils/stencilparfor.py,1,1,1.0,0.09700100294338032,0.2884318522501879
numba-stencil-boundary-modes-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,numba-stencil-boundary-modes,tura-balanced,162,git-diff-production-additions,numba/stencils/stencil.py;numba/stencils/stencilparfor.py;setup.py,1,1,1.0,-0.161106929725924,-0.4790504091830143
numba-stencil-boundary-modes-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,numba-stencil-boundary-modes,tura-direct,186,git-diff-production-additions,numba/stencils/stencil.py;numba/stencils/stencilparfor.py;setup.py,1,1,1.0,-0.023748513678099492,-0.07061605118002148
pest-character-class-coalescing-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,pest-character-class-coalescing,codex-cli-medium,470,git-diff-production-additions,generator/src/generator.rs;meta/src/optimizer/char_class.rs;meta/src/optimizer/mod.rs;vm/src/lib.rs,0,1,0.0,-0.026865966040105604,-0.07988577553122221
pest-character-class-coalescing-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,pest-character-class-coalescing,tura-balanced,517,git-diff-production-additions,generator/src/generator.rs;grammars/src/lib.rs;meta/src/optimizer/coalescer.rs;meta/src/optimizer/mod.rs;vm/src/lib.rs,0,1,0.0,0.06825118220295945,0.20294444700283462
pest-character-class-coalescing-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,pest-character-class-coalescing,tura-direct,385,git-diff-production-additions,generator/src/generator.rs;meta/src/optimizer/coalescer.rs;meta/src/optimizer/mod.rs;vm/src/lib.rs,0,1,0.0,-0.2258866905916923,-0.6716726073858926
quill-shared-toolbar-focus-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,quill-shared-toolbar-focus,codex-cli-medium,269,git-diff-production-additions,packages/quill/src/modules/toolbar.ts;packages/quill/src/themes/base.ts;packages/quill/src/themes/bubble.ts;packages/quill/src/themes/snow.ts;packages/quill/src/ui/picker.ts,0,1,0.0,-0.23638877806422975,-0.7029004962765424
quill-shared-toolbar-focus-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,quill-shared-toolbar-focus,tura-direct,364,git-diff-production-additions,packages/quill/src/modules/toolbar.ts;packages/quill/src/modules/uploader.ts;packages/quill/src/themes/base.ts;packages/quill/src/themes/bubble.ts;packages/quill/src/themes/snow.ts;packages/quill/src/ui/picker.ts,1,1,1.0,0.06508661651988668,0.19353463149743372
testem-per-launcher-reports-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,testem-per-launcher-reports,codex-cli-medium,295,git-diff-production-additions,lib/config.js;lib/launcher.js;lib/reporters/tap_reporter.js;lib/reporters/xunit_reporter.js;lib/utils/report-file.js;lib/utils/reporter.js,0,1,0.0,-0.001686342239319849,-0.0050143276961647845
testem-per-launcher-reports-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,testem-per-launcher-reports,tura-balanced,299,git-diff-production-additions,lib/config.js;lib/launcher.js;lib/reporters/tap_reporter.js;lib/reporters/xunit_reporter.js;lib/utils/report-file.js;lib/utils/reporter.js,0,1,0.0,0.011736678092820974,0.0348989360816457
testem-per-launcher-reports-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,testem-per-launcher-reports,tura-direct,273,git-diff-production-additions,lib/config.js;lib/launcher.js;lib/reporters/tap_reporter.js;lib/reporters/xunit_reporter.js;lib/utils/report-file.js;lib/utils/reporter.js,1,1,1.0,-0.07891769017530947,-0.2346612391817991
wasmi-trap-coredumps-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,wasmi-trap-coredumps,codex-cli-medium,872,git-diff-production-additions,crates/wasmi/src/coredump.rs;crates/wasmi/src/engine/code_map.rs;crates/wasmi/src/engine/config.rs;crates/wasmi/src/engine/executor/handler/func.rs;crates/wasmi/src/engine/executor/handler/mod.rs;crates/wasmi/src/engine/executor/handler/state.rs;crates/wasmi/src/engine/executor/handler/utils.rs;crates/wasmi/src/engine/executor/mod.rs;crates/wasmi/src/engine/mod.rs;crates/wasmi/src/engine/translator/func/locals.rs;crates/wasmi/src/engine/translator/func/mod.rs;crates/wasmi/src/error.rs;crates/wasmi/src/instance/builder.rs;crates/wasmi/src/instance/mod.rs;crates/wasmi/src/lib.rs;crates/wasmi/src/module/mod.rs,1,1,1.0,0.26098015679005915,0.7760228012017502
wasmi-trap-coredumps-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,wasmi-trap-coredumps,tura-balanced,786,git-diff-production-additions,crates/wasmi/src/coredump.rs;crates/wasmi/src/engine/code_map.rs;crates/wasmi/src/engine/config.rs;crates/wasmi/src/engine/executor/handler/dispatch/mod.rs;crates/wasmi/src/engine/executor/handler/func.rs;crates/wasmi/src/engine/executor/handler/state.rs;crates/wasmi/src/engine/mod.rs;crates/wasmi/src/engine/resumable.rs;crates/wasmi/src/engine/translator/func/mod.rs;crates/wasmi/src/error.rs;crates/wasmi/src/instance/builder.rs;crates/wasmi/src/instance/mod.rs;crates/wasmi/src/lib.rs;crates/wasmi/src/module/mod.rs,1,1,1.0,0.15727284936786035,0.46764979613989077
wasmi-trap-coredumps-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,wasmi-trap-coredumps,tura-direct,639,git-diff-production-additions,crates/wasmi/src/engine/code_map.rs;crates/wasmi/src/engine/config.rs;crates/wasmi/src/engine/coredump.rs;crates/wasmi/src/engine/executor/handler/cell.rs;crates/wasmi/src/engine/executor/handler/dispatch/backend/loop.rs;crates/wasmi/src/engine/executor/handler/dispatch/backend/tail.rs;crates/wasmi/src/engine/executor/handler/mod.rs;crates/wasmi/src/engine/executor/handler/state.rs;crates/wasmi/src/engine/executor/handler/utils.rs;crates/wasmi/src/engine/executor/mod.rs;crates/wasmi/src/engine/mod.rs;crates/wasmi/src/engine/translator/func/layout.rs;crates/wasmi/src/engine/translator/func/locals.rs;crates/wasmi/src/engine/translator/func/mod.rs;crates/wasmi/src/error.rs;crates/wasmi/src/instance/mod.rs;crates/wasmi/src/module/mod.rs,1,1,1.0,-0.049487222695825395,-0.1471499352765047
yaegi-go-embed-directives-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,yaegi-go-embed-directives,codex-cli-medium,316,git-diff-production-additions,interp/ast.go;interp/embed.go;interp/interp.go;interp/program.go;interp/run.go;interp/src.go,1,1,1.0,-0.14342912999774438,-0.4264855865050166
yaegi-go-embed-directives-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,yaegi-go-embed-directives,tura-balanced,375,git-diff-production-additions,interp/ast.go;interp/cfg.go;interp/embed.go;interp/interp.go;interp/run.go,1,1,1.0,0.027258239514869942,0.08105219816069685
yaegi-go-embed-directives-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,yaegi-go-embed-directives,tura-direct,395,git-diff-production-additions,interp/ast.go;interp/cfg.go;interp/embed.go;interp/interp.go;interp/program.go;interp/src.go,1,1,1.0,0.0790833073794559,0.23515370086267817
yjs-map-conflict-detection-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,yjs-map-conflict-detection,codex-cli-medium,266,git-diff-production-additions,src/index.js;src/internals.js;src/structs/Item.js;src/utils/Doc.js;src/utils/IdSet.js;src/utils/MapConflict.js;src/utils/Transaction.js;src/utils/encoding.js,1,1,1.0,-0.18260319460116659,-0.5429694131756425
yjs-map-conflict-detection-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,yjs-map-conflict-detection,tura-balanced,269,git-diff-production-additions,src/index.js;src/internals.js;src/structs/Item.js;src/utils/Doc.js;src/utils/MapConflict.js;src/utils/Transaction.js;src/utils/encoding.js;src/utils/updates.js;src/ytype.js,1,1,1.0,-0.1714298940030412,-0.509745676415451
yjs-map-conflict-detection-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,yjs-map-conflict-detection,tura-direct,326,git-diff-production-additions,src/index.js;src/internals.js;src/utils/Doc.js;src/utils/MapConflict.js;src/utils/Transaction.js;src/utils/encoding.js;src/utils/updates.js;src/ytype.js,1,1,1.0,0.020108317895837224,0.059791952663802175
abs-stepped-slices-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,abs-stepped-slices,codex-cli-medium,252,git-diff-production-additions,ast/ast.go;evaluator/evaluator.go;parser/parser.go,1,1,1.0,0.009980371281269385,0.029676569184355624
abs-stepped-slices-tura-balanced-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,abs-stepped-slices,tura-balanced,238,git-diff-production-additions,ast/ast.go;evaluator/evaluator.go;parser/parser.go,1,1,1.0,-0.04694556551473994,-0.13959233415609795
